stimulus_id,condition,stimulus,pPMI_lag2
384sentences.353,lowPMI_random,can powerful and winds torrential produce very cyclones rain.,1.6472790841741307
384sentences.354,lowPMI_random,also tropical high flooding can coastal cyclone and waves cause.,1.181839396045077
384sentences.355,lowPMI_random,seriously damage tropical can a move cyclone and property inland.,1.3603463339854165
384sentences.356,lowPMI_random,the violin an with that bow played with four instrument strings is a is.,1.19472923586402
384sentences.357,lowPMI_random,and is smallest highest its instrument in family the pitched violin.,1.0713206803036428
384sentences.358,lowPMI_random,the violinist and instrument collarbone between chin holds the a the.,0.822128184348202
384sentences.359,lowPMI_random,are hand bowing the notes one made by neck while fingering different with.,0.8198383666194873
384sentences.360,lowPMI_random,dead the scavenging feeding of are mostly carcasses animals birds on vultures.,1.4286977075105145
384sentences.361,lowPMI_random,head vultures losing without many have heat bald feathers for a.,0.7751674735134413
384sentences.362,lowPMI_random,vultures large wings use soar for flapping without to their miles.,0.9353670983392198
384sentences.363,lowPMI_random,may animals kill but attack wounded sick seldom the healthy vultures or.,0.896768299931805
384sentences.364,lowPMI_random,structure area sometimes solid a defines protects and a an is wall that.,0.9562102397393342
384sentences.365,lowPMI_random,walls delineate building space divide rooms support into roof the and the a.,1.0187503216691016
384sentences.366,lowPMI_random,usually well drywall brick are as made of or as stone walls cement.,0.8204148003309358
384sentences.367,lowPMI_random,a retaining to movement barrier or walls of provide earth stone water.,0.9494745558430918
384sentences.368,lowPMI_random,liquid area 70% common water earth of covering most its the is on.,0.9952457748238622
384sentences.369,lowPMI_random,plants live animals people order must drink to and in water.,1.1743757646105708
384sentences.370,lowPMI_random,freezes water a and at solid ice low becomes temperature.,1.681881932320285
384sentences.371,lowPMI_random,sky are from that in clouds vapor is water the falls condensed which rain.,1.3323640388118123
384sentences.372,lowPMI_random,large a is lives that a mammal ocean whale in very the.,1.0293400715719982
384sentences.373,lowPMI_random,whales blowholes heads through surfacing breathe on when their.,1.0407986868581485
384sentences.374,lowPMI_random,whale and energy a serves the blubber an in reservoir as as insulation.,0.8904382377784116
384sentences.375,lowPMI_random,whales ambergris have oil whale for and been hunted meat.,1.3583801565787983
384sentences.376,lowPMI_random,is let through in window to a transparent a light opening a wall.,0.9752225103709116
384sentences.377,lowPMI_random,by a window sheets of made place typical of frames glass in is held.,0.9537963213212268
384sentences.378,lowPMI_random,also open sound let when a through will air and window.,0.5457406152299679
384sentences.379,lowPMI_random,to panes windows increase have some multiple inside insulation.,0.696955995232935
384sentences.380,lowPMI_random,adult a a is woman female human.,1.2115843450689172
384sentences.381,lowPMI_random,stereotypically woman caregiver as is seen a a.,1.239640182843544
384sentences.382,lowPMI_random,become woman children and can pregnant a bear.,0.7341596871292233
384sentences.383,lowPMI_random,a organs woman has man than reproductive different a.,0.8744880387161184
